Production;Consumption;F_Aar;F_Mnd;F_Dag;F_Time
17232;12940;2021;9;27;6
18108;14031;2021;9;27;7
18049;14414;2021;9;27;8
17973;14559;2021;9;27;9
18506;14654;2021;9;27;10
18238;14480;2021;9;27;11
17638;14103;2021;9;27;12
16915;13789;2021;9;27;13
16699;13959;2021;9;27;14
16429;13974;2021;9;27;15
16627;14116;2021;9;27;16
17228;14059;2021;9;27;17
17184;14046;2021;9;27;18
16841;14264;2021;9;27;19
15708;13849;2021;9;27;20
14765;13482;2021;9;27;21
13791;13020;2021;9;27;22
13433;12616;2021;9;27;23
13054;11771;2021;9;28;0
13216;11426;2021;9;28;1
13300;11495;2021;9;28;2
13529;11430;2021;9;28;3
14135;11481;2021;9;28;4
15358;11935;2021;9;28;5
16943;13214;2021;9;28;6
18187;14576;2021;9;28;7
18650;15172;2021;9;28;8
18667;14883;2021;9;28;9
18782;14795;2021;9;28;10
18819;14176;2021;9;28;11
18498;13960;2021;9;28;12
18385;13907;2021;9;28;13
18281;13783;2021;9;28;14
18788;13832;2021;9;28;15
18824;14066;2021;9;28;16
18854;13853;2021;9;28;17
19307;13840;2021;9;28;18
19811;14177;2021;9;28;19
19156;14162;2021;9;28;20
18191;13810;2021;9;28;21
17294;13400;2021;9;28;22
16510;12862;2021;9;28;23
15783;12364;2021;9;29;0
14918;11991;2021;9;29;1
13680;11802;2021;9;29;2
12937;11760;2021;9;29;3
13079;11839;2021;9;29;4
14725;12128;2021;9;29;5
16835;13331;2021;9;29;6
18432;14319;2021;9;29;7
19167;14632;2021;9;29;8
19404;14569;2021;9;29;9
19240;14515;2021;9;29;10
19004;14346;2021;9;29;11
19068;14330;2021;9;29;12
18174;14274;2021;9;29;13
17698;14281;2021;9;29;14
17083;14240;2021;9;29;15
17263;14474;2021;9;29;16
18768;14477;2021;9;29;17
18811;14484;2021;9;29;18
18806;14756;2021;9;29;19
17457;14559;2021;9;29;20
16293;14143;2021;9;29;21
14858;13507;2021;9;29;22
13094;12931;2021;9;29;23
11640;12553;2021;9;30;0
11286;12263;2021;9;30;1
11160;12137;2021;9;30;2
11187;12136;2021;9;30;3
11914;12342;2021;9;30;4
13609;12487;2021;9;30;5
16082;13566;2021;9;30;6
18002;14716;2021;9;30;7
18094;14992;2021;9;30;8
17889;14929;2021;9;30;9
16771;14684;2021;9;30;10
15671;14581;2021;9;30;11
14294;14586;2021;9;30;12
14238;14666;2021;9;30;13
14085;14675;2021;9;30;14
15484;14897;2021;9;30;15
16683;14770;2021;9;30;16
17047;14681;2021;9;30;17
16992;14718;2021;9;30;18
16979;14878;2021;9;30;19
16458;14757;2021;9;30;20
15333;14107;2021;9;30;21
14672;13731;2021;9;30;22
13327;13068;2021;9;30;23
12020;12432;2021;10;1;0
11429;12320;2021;10;1;1
10421;11913;2021;10;1;2
10536;12003;2021;10;1;3
10729;12250;2021;10;1;4
11523;12625;2021;10;1;5
14055;13788;2021;10;1;6
15586;14916;2021;10;1;7
15991;15139;2021;10;1;8
16078;15256;2021;10;1;9
15325;15019;2021;10;1;10
14282;14827;2021;10;1;11
13471;14648;2021;10;1;12
13069;14433;2021;10;1;13
13762;14546;2021;10;1;14
13684;14517;2021;10;1;15
15020;15040;2021;10;1;16
15220;14731;2021;10;1;17
15241;14428;2021;10;1;18
14993;14325;2021;10;1;19
14141;13826;2021;10;1;20
13508;13334;2021;10;1;21
13117;13348;2021;10;1;22
12404;12556;2021;10;1;23
12519;12041;2021;10;2;0
13129;11950;2021;10;2;1
13502;11716;2021;10;2;2
14109;11734;2021;10;2;3
14619;11841;2021;10;2;4
15803;12287;2021;10;2;5
16264;12469;2021;10;2;6
16428;12544;2021;10;2;7
16924;12777;2021;10;2;8
17534;13346;2021;10;2;9
17941;13702;2021;10;2;10
17551;13642;2021;10;2;11
15621;13325;2021;10;2;12
14187;13168;2021;10;2;13
13691;13385;2021;10;2;14
13351;13296;2021;10;2;15
14580;13370;2021;10;2;16
16254;13596;2021;10;2;17
16820;13783;2021;10;2;18
15988;13741;2021;10;2;19
13657;13316;2021;10;2;20
12002;13165;2021;10;2;21
10284;12910;2021;10;2;22
9340;12768;2021;10;2;23
8179;12456;2021;10;3;0
8190;12318;2021;10;3;1
7971;12184;2021;10;3;2
7884;12059;2021;10;3;3
7972;12116;2021;10;3;4
8202;12043;2021;10;3;5
8398;12224;2021;10;3;6
8827;12426;2021;10;3;7
9608;12572;2021;10;3;8
10600;12901;2021;10;3;9
11210;13239;2021;10;3;10
12066;13404;2021;10;3;11
12059;13440;2021;10;3;12
11928;13374;2021;10;3;13
11668;13329;2021;10;3;14
11434;13342;2021;10;3;15
11184;13157;2021;10;3;16
12806;13290;2021;10;3;17
13904;13378;2021;10;3;18
14800;13640;2021;10;3;19
14278;13377;2021;10;3;20
13410;13162;2021;10;3;21
12527;12835;2021;10;3;22
11362;12382;2021;10;3;23
10519;12280;2021;10;4;0
10145;12013;2021;10;4;1
9846;11611;2021;10;4;2
9914;11557;2021;10;4;3
11025;11753;2021;10;4;4
13513;12200;2021;10;4;5
15896;12894;2021;10;4;6
17125;13756;2021;10;4;7
17387;14268;2021;10;4;8
17440;14482;2021;10;4;9
17502;14385;2021;10;4;10
17394;14130;2021;10;4;11
16817;13865;2021;10;4;12
16083;13884;2021;10;4;13
16324;14059;2021;10;4;14
17234;14200;2021;10;4;15
17366;14483;2021;10;4;16
17664;14562;2021;10;4;17
17754;14645;2021;10;4;18
17614;14487;2021;10;4;19
16271;14137;2021;10;4;20
15433;13807;2021;10;4;21
14484;13540;2021;10;4;22
13136;12670;2021;10;4;23
12620;12318;2021;10;5;0
12657;12148;2021;10;5;1
12331;11846;2021;10;5;2
12189;11763;2021;10;5;3
12381;11722;2021;10;5;4
14317;12101;2021;10;5;5
16831;13539;2021;10;5;6
17529;14501;2021;10;5;7
17595;14615;2021;10;5;8
17522;14731;2021;10;5;9
17637;14624;2021;10;5;10
17606;14641;2021;10;5;11
17492;14480;2021;10;5;12
17254;14399;2021;10;5;13
17265;14400;2021;10;5;14
17382;14504;2021;10;5;15
17178;14523;2021;10;5;16
17429;14447;2021;10;5;17
18238;14588;2021;10;5;18
18339;14595;2021;10;5;19
17319;14384;2021;10;5;20
17225;14146;2021;10;5;21
16656;13663;2021;10;5;22
14663;13070;2021;10;5;23
13041;12668;2021;10;6;0
12302;12421;2021;10;6;1
11886;12492;2021;10;6;2
11436;12416;2021;10;6;3
11875;12375;2021;10;6;4
13666;12790;2021;10;6;5
16411;13681;2021;10;6;6
18309;14800;2021;10;6;7
19464;15249;2021;10;6;8
19465;15169;2021;10;6;9
19144;15159;2021;10;6;10
18793;15096;2021;10;6;11
19039;14954;2021;10;6;12
18870;14697;2021;10;6;13
19212;15009;2021;10;6;14
19505;14971;2021;10;6;15
19288;15012;2021;10;6;16
19516;14895;2021;10;6;17
20365;15200;2021;10;6;18
20299;15086;2021;10;6;19
19554;14767;2021;10;6;20
19232;14689;2021;10;6;21
18510;14090;2021;10;6;22
17961;13366;2021;10;6;23
17122;12684;2021;10;7;0
16922;12409;2021;10;7;1
16824;12367;2021;10;7;2
16639;12299;2021;10;7;3
16773;12326;2021;10;7;4
17703;12914;2021;10;7;5
19007;13874;2021;10;7;6
19593;14797;2021;10;7;7
19968;15190;2021;10;7;8
19432;15203;2021;10;7;9
19129;15096;2021;10;7;10
18987;15053;2021;10;7;11
18676;15167;2021;10;7;12
17646;14588;2021;10;7;13
17521;14964;2021;10;7;14
18331;15044;2021;10;7;15
19194;15019;2021;10;7;16
19912;14965;2021;10;7;17
20575;15067;2021;10;7;18
20885;15147;2021;10;7;19
19954;14819;2021;10;7;20
19202;14453;2021;10;7;21
18814;14055;2021;10;7;22
18084;13166;2021;10;7;23
17902;12827;2021;10;8;0
17723;12673;2021;10;8;1
17374;12399;2021;10;8;2
17271;12265;2021;10;8;3
17031;12082;2021;10;8;4
17298;12432;2021;10;8;5
17961;13357;2021;10;8;6
18923;14370;2021;10;8;7
19109;14403;2021;10;8;8
19140;14500;2021;10;8;9
19047;14574;2021;10;8;10
18998;14746;2021;10;8;11
18579;14562;2021;10;8;12
18200;14375;2021;10;8;13
18082;14406;2021;10;8;14
18401;14599;2021;10;8;15
18774;14530;2021;10;8;16
19098;14388;2021;10;8;17
19395;14571;2021;10;8;18
19124;14581;2021;10;8;19
18329;14198;2021;10;8;20
17585;13602;2021;10;8;21
17267;13216;2021;10;8;22
16949;12802;2021;10;8;23
16860;12258;2021;10;9;0
16423;12013;2021;10;9;1
16316;11819;2021;10;9;2
16313;11680;2021;10;9;3
16504;11772;2021;10;9;4
16738;11960;2021;10;9;5
17035;12062;2021;10;9;6
17115;12313;2021;10;9;7
17397;12795;2021;10;9;8
17571;13313;2021;10;9;9
17010;13555;2021;10;9;10
15956;13634;2021;10;9;11
14447;13611;2021;10;9;12
13111;13445;2021;10;9;13
12897;13057;2021;10;9;14
14252;13154;2021;10;9;15
16072;13555;2021;10;9;16
17677;13751;2021;10;9;17
18411;14061;2021;10;9;18
17726;13853;2021;10;9;19
16579;13126;2021;10;9;20
16494;13004;2021;10;9;21
16036;12811;2021;10;9;22
14496;12183;2021;10;9;23
14364;11969;2021;10;10;0
14341;11647;2021;10;10;1
14324;11812;2021;10;10;2
14292;12176;2021;10;10;3
14204;12176;2021;10;10;4
14580;11986;2021;10;10;5
15017;11687;2021;10;10;6
15949;12293;2021;10;10;7
16762;12765;2021;10;10;8
17142;13005;2021;10;10;9
17064;13529;2021;10;10;10
16371;13709;2021;10;10;11
15306;13629;2021;10;10;12
13803;13472;2021;10;10;13
13858;13559;2021;10;10;14
15139;13549;2021;10;10;15
16786;13767;2021;10;10;16
18257;14208;2021;10;10;17
18512;14496;2021;10;10;18
17976;14267;2021;10;10;19
17593;14034;2021;10;10;20
17291;13972;2021;10;10;21
16966;13680;2021;10;10;22
16199;12913;2021;10;10;23
14541;12193;2021;10;11;0
13540;12074;2021;10;11;1
13340;12412;2021;10;11;2
13364;12618;2021;10;11;3
13551;12617;2021;10;11;4
14922;12855;2021;10;11;5
17091;13944;2021;10;11;6
19207;15350;2021;10;11;7
20106;15856;2021;10;11;8
19796;15697;2021;10;11;9
18897;15238;2021;10;11;10
18239;15323;2021;10;11;11
17155;14989;2021;10;11;12
16570;14928;2021;10;11;13
16233;15062;2021;10;11;14
16322;15061;2021;10;11;15
16621;15253;2021;10;11;16
17832;15521;2021;10;11;17
18984;15954;2021;10;11;18
18446;15699;2021;10;11;19
17295;15434;2021;10;11;20
16253;15173;2021;10;11;21
15570;14770;2021;10;11;22
14629;14069;2021;10;11;23
14301;13544;2021;10;12;0
13670;13178;2021;10;12;1
13049;12788;2021;10;12;2
13428;13069;2021;10;12;3
14101;13376;2021;10;12;4
15843;13950;2021;10;12;5
18633;15137;2021;10;12;6
21027;16390;2021;10;12;7
21379;16689;2021;10;12;8
20849;16358;2021;10;12;9
20665;16210;2021;10;12;10
20214;15868;2021;10;12;11
19884;15686;2021;10;12;12
19469;15418;2021;10;12;13
19490;15208;2021;10;12;14
19246;14962;2021;10;12;15
19764;15088;2021;10;12;16
20354;15365;2021;10;12;17
20419;15733;2021;10;12;18
20734;15974;2021;10;12;19
19681;15766;2021;10;12;20
19058;15517;2021;10;12;21
18356;15151;2021;10;12;22
17336;14502;2021;10;12;23
17176;14000;2021;10;13;0
17068;13995;2021;10;13;1
16978;13829;2021;10;13;2
16819;13755;2021;10;13;3
16853;13975;2021;10;13;4
17242;14345;2021;10;13;5
19741;15429;2021;10;13;6
21334;16764;2021;10;13;7
21441;16844;2021;10;13;8
21568;16919;2021;10;13;9
21560;16853;2021;10;13;10
21416;16611;2021;10;13;11
21338;16475;2021;10;13;12
21246;16248;2021;10;13;13
20955;16104;2021;10;13;14
21082;16326;2021;10;13;15
21392;16565;2021;10;13;16
22188;16530;2021;10;13;17
22724;16663;2021;10;13;18
22477;16444;2021;10;13;19
21465;15614;2021;10;13;20
20671;15419;2021;10;13;21
19468;15016;2021;10;13;22
17588;14514;2021;10;13;23
16065;13804;2021;10;14;0
15243;13501;2021;10;14;1
14314;13112;2021;10;14;2
14284;13205;2021;10;14;3
14277;13139;2021;10;14;4
15201;13610;2021;10;14;5
17682;14729;2021;10;14;6
19578;15917;2021;10;14;7
20316;16258;2021;10;14;8
20060;16212;2021;10;14;9
19930;16145;2021;10;14;10
19744;16154;2021;10;14;11
18080;15931;2021;10;14;12
17510;15906;2021;10;14;13
16844;15784;2021;10;14;14
16455;16038;2021;10;14;15
16066;16113;2021;10;14;16
16130;15953;2021;10;14;17
16495;15848;2021;10;14;18
15894;15802;2021;10;14;19
15401;15904;2021;10;14;20
14881;15647;2021;10;14;21
13451;14602;2021;10;14;22
12395;13882;2021;10;14;23
12026;13360;2021;10;15;0
11798;13226;2021;10;15;1
11646;13189;2021;10;15;2
11617;13302;2021;10;15;3
11965;13451;2021;10;15;4
13027;13877;2021;10;15;5
14399;14834;2021;10;15;6
15993;16001;2021;10;15;7
16258;16304;2021;10;15;8
15715;16477;2021;10;15;9
14471;16197;2021;10;15;10
13537;15885;2021;10;15;11
12683;15826;2021;10;15;12
11861;15582;2021;10;15;13
12481;15692;2021;10;15;14
13370;15802;2021;10;15;15
14396;16116;2021;10;15;16
14772;16028;2021;10;15;17
15869;16673;2021;10;15;18
15002;16152;2021;10;15;19
14415;15865;2021;10;15;20
14492;15538;2021;10;15;21
14404;15029;2021;10;15;22
14035;14538;2021;10;15;23
14237;14237;2021;10;16;0
14262;13841;2021;10;16;1
14201;13618;2021;10;16;2
14508;13508;2021;10;16;3
14915;13623;2021;10;16;4
15052;13846;2021;10;16;5
15176;14190;2021;10;16;6
15684;14676;2021;10;16;7
15440;14988;2021;10;16;8
15730;15590;2021;10;16;9
15418;15862;2021;10;16;10
14922;15634;2021;10;16;11
14268;15302;2021;10;16;12
14139;15387;2021;10;16;13
14076;15122;2021;10;16;14
14727;14910;2021;10;16;15
16223;15274;2021;10;16;16
17350;15497;2021;10;16;17
18048;15904;2021;10;16;18
17289;15842;2021;10;16;19
17269;15686;2021;10;16;20
16534;15344;2021;10;16;21
16028;14947;2021;10;16;22
15414;14685;2021;10;16;23
14892;14408;2021;10;17;0
15048;14128;2021;10;17;1
14974;13931;2021;10;17;2
15320;13871;2021;10;17;3
15650;13960;2021;10;17;4
16131;14200;2021;10;17;5
16058;14470;2021;10;17;6
17149;14952;2021;10;17;7
17790;15381;2021;10;17;8
18212;15771;2021;10;17;9
18007;15658;2021;10;17;10
17728;15532;2021;10;17;11
17715;15412;2021;10;17;12
17211;15225;2021;10;17;13
16368;14960;2021;10;17;14
16481;14892;2021;10;17;15
16781;14989;2021;10;17;16
17663;15460;2021;10;17;17
18617;15924;2021;10;17;18
19092;16422;2021;10;17;19
18624;16446;2021;10;17;20
17647;16159;2021;10;17;21
17194;15844;2021;10;17;22
16772;15385;2021;10;17;23
16433;14943;2021;10;18;0
16365;14793;2021;10;18;1
16194;14538;2021;10;18;2
16417;14546;2021;10;18;3
17399;14657;2021;10;18;4
18063;15376;2021;10;18;5
20699;16756;2021;10;18;6
21988;18154;2021;10;18;7
22162;18238;2021;10;18;8
22004;17844;2021;10;18;9
22438;17593;2021;10;18;10
22889;17546;2021;10;18;11
22681;17337;2021;10;18;12
22052;17030;2021;10;18;13
21940;17080;2021;10;18;14
21893;17042;2021;10;18;15
22242;17117;2021;10;18;16
23318;17270;2021;10;18;17
23704;17510;2021;10;18;18
23700;17540;2021;10;18;19
22762;17055;2021;10;18;20
22118;16639;2021;10;18;21
20590;16026;2021;10;18;22
18792;15408;2021;10;18;23
17816;14891;2021;10;19;0
17301;14516;2021;10;19;1
16707;14310;2021;10;19;2
15667;14282;2021;10;19;3
16169;14500;2021;10;19;4
17993;15100;2021;10;19;5
21744;16267;2021;10;19;6
23204;17430;2021;10;19;7
23197;17706;2021;10;19;8
23004;17487;2021;10;19;9
22854;17378;2021;10;19;10
22858;17360;2021;10;19;11
22785;17115;2021;10;19;12
22736;17187;2021;10;19;13
22573;17218;2021;10;19;14
21930;17227;2021;10;19;15
21112;17120;2021;10;19;16
21250;16934;2021;10;19;17
21118;16967;2021;10;19;18
20332;16815;2021;10;19;19
18138;16474;2021;10;19;20
15478;16096;2021;10;19;21
13909;15496;2021;10;19;22
12495;14610;2021;10;19;23
11082;14207;2021;10;20;0
10471;14206;2021;10;20;1
9445;13833;2021;10;20;2
8685;13598;2021;10;20;3
9092;13969;2021;10;20;4
10837;14722;2021;10;20;5
13391;15823;2021;10;20;6
16020;16815;2021;10;20;7
16579;16851;2021;10;20;8
15882;16740;2021;10;20;9
15393;16646;2021;10;20;10
15090;16287;2021;10;20;11
14585;16100;2021;10;20;12
14681;16297;2021;10;20;13
14606;16007;2021;10;20;14
14558;16098;2021;10;20;15
14889;16430;2021;10;20;16
16277;16463;2021;10;20;17
17080;16199;2021;10;20;18
16964;16204;2021;10;20;19
15772;15991;2021;10;20;20
14788;15759;2021;10;20;21
13905;15134;2021;10;20;22
12878;14425;2021;10;20;23
12412;14102;2021;10;21;0
11662;13909;2021;10;21;1
10841;13739;2021;10;21;2
10586;13693;2021;10;21;3
10846;13603;2021;10;21;4
11890;14027;2021;10;21;5
14653;15415;2021;10;21;6
17254;16822;2021;10;21;7
17863;16737;2021;10;21;8
17972;16726;2021;10;21;9
17234;16643;2021;10;21;10
16787;16951;2021;10;21;11
16562;16679;2021;10;21;12
16015;16281;2021;10;21;13
15580;16054;2021;10;21;14
15574;16108;2021;10;21;15
16027;16596;2021;10;21;16
16841;17001;2021;10;21;17
17559;17213;2021;10;21;18
17446;17056;2021;10;21;19
16899;16957;2021;10;21;20
16152;16720;2021;10;21;21
15271;16323;2021;10;21;22
13875;15731;2021;10;21;23
12969;15044;2021;10;22;0
12463;14720;2021;10;22;1
12184;14709;2021;10;22;2
11637;14717;2021;10;22;3
11661;14862;2021;10;22;4
12418;15215;2021;10;22;5
15770;16503;2021;10;22;6
17757;18040;2021;10;22;7
17887;17982;2021;10;22;8
17186;17764;2021;10;22;9
16542;17701;2021;10;22;10
15774;17244;2021;10;22;11
15028;17185;2021;10;22;12
14999;17139;2021;10;22;13
14813;16902;2021;10;22;14
14954;16753;2021;10;22;15
15313;16859;2021;10;22;16
15891;17086;2021;10;22;17
16349;16981;2021;10;22;18
16152;16919;2021;10;22;19
15369;16549;2021;10;22;20
14755;16086;2021;10;22;21
13746;15621;2021;10;22;22
12718;15385;2021;10;22;23
11715;14753;2021;10;23;0
10994;14354;2021;10;23;1
10970;14284;2021;10;23;2
11326;14258;2021;10;23;3
11917;14241;2021;10;23;4
12568;14291;2021;10;23;5
14275;14841;2021;10;23;6
16277;15349;2021;10;23;7
17768;16007;2021;10;23;8
18639;16577;2021;10;23;9
18764;16667;2021;10;23;10
18944;16584;2021;10;23;11
18564;16202;2021;10;23;12
18538;15903;2021;10;23;13
18786;15671;2021;10;23;14
18844;15650;2021;10;23;15
19884;15961;2021;10;23;16
22090;16404;2021;10;23;17
23154;16734;2021;10;23;18
22991;16585;2021;10;23;19
21991;16044;2021;10;23;20
21215;15614;2021;10;23;21
19970;15186;2021;10;23;22
19176;14903;2021;10;23;23
18409;14687;2021;10;24;0
17240;14157;2021;10;24;1
16169;14044;2021;10;24;2
15976;14029;2021;10;24;3
15123;13862;2021;10;24;4
14199;13736;2021;10;24;5
13582;14005;2021;10;24;6
15541;14531;2021;10;24;7
16317;15039;2021;10;24;8
16238;15232;2021;10;24;9
16142;15426;2021;10;24;10
16263;15498;2021;10;24;11
15648;15549;2021;10;24;12
15177;15571;2021;10;24;13
14594;15396;2021;10;24;14
15551;15425;2021;10;24;15
17356;15643;2021;10;24;16
19013;15890;2021;10;24;17
18891;15924;2021;10;24;18
18498;15874;2021;10;24;19
17528;15618;2021;10;24;20
16093;15040;2021;10;24;21
14868;14773;2021;10;24;22
14091;14345;2021;10;24;23
14255;13814;2021;10;25;0
14404;13501;2021;10;25;1
14764;13441;2021;10;25;2
14620;13478;2021;10;25;3
15320;13603;2021;10;25;4
16627;13915;2021;10;25;5
17968;14980;2021;10;25;6
19843;16376;2021;10;25;7
20447;16605;2021;10;25;8
20798;16331;2021;10;25;9
20587;16416;2021;10;25;10
20498;16438;2021;10;25;11
20211;16194;2021;10;25;12
19980;16003;2021;10;25;13
19897;16035;2021;10;25;14
20444;16165;2021;10;25;15
21128;16415;2021;10;25;16
21476;16440;2021;10;25;17
21265;16471;2021;10;25;18
20142;16206;2021;10;25;19
18685;15702;2021;10;25;20
17923;15253;2021;10;25;21
17383;14990;2021;10;25;22
16618;14458;2021;10;25;23
15555;13994;2021;10;26;0
15518;13567;2021;10;26;1
15499;13484;2021;10;26;2
15567;13380;2021;10;26;3
16114;13678;2021;10;26;4
16810;14013;2021;10;26;5
18337;15167;2021;10;26;6
19702;16670;2021;10;26;7
20109;17164;2021;10;26;8
20053;17016;2021;10;26;9
20066;16720;2021;10;26;10
19687;16318;2021;10;26;11
19440;16084;2021;10;26;12
19264;16004;2021;10;26;13
19222;15912;2021;10;26;14
19053;16085;2021;10;26;15
19958;16380;2021;10;26;16
20506;16571;2021;10;26;17
20203;16487;2021;10;26;18
20245;16423;2021;10;26;19
19293;16499;2021;10;26;20
18340;16307;2021;10;26;21
16909;15794;2021;10;26;22
15731;15101;2021;10;26;23
15058;14611;2021;10;27;0
14459;14038;2021;10;27;1
14114;13312;2021;10;27;2
13765;13251;2021;10;27;3
13356;13378;2021;10;27;4
13926;13900;2021;10;27;5
15692;15100;2021;10;27;6
16905;15854;2021;10;27;7
17121;16399;2021;10;27;8
16901;16240;2021;10;27;9
16801;16155;2021;10;27;10
17041;16101;2021;10;27;11
17021;15769;2021;10;27;12
16854;15562;2021;10;27;13
16663;15543;2021;10;27;14
16579;15650;2021;10;27;15
16697;15724;2021;10;27;16
17084;16106;2021;10;27;17
17015;16349;2021;10;27;18
17143;16304;2021;10;27;19
16772;15992;2021;10;27;20
16272;15779;2021;10;27;21
15393;15232;2021;10;27;22
14261;14508;2021;10;27;23
13864;13824;2021;10;28;0
13423;13365;2021;10;28;1
13382;13250;2021;10;28;2
13142;13149;2021;10;28;3
13548;13218;2021;10;28;4
14260;13563;2021;10;28;5
15693;14725;2021;10;28;6
17045;16011;2021;10;28;7
17300;16219;2021;10;28;8
17108;16073;2021;10;28;9
17041;16244;2021;10;28;10
16696;16041;2021;10;28;11
16608;16059;2021;10;28;12
16553;15892;2021;10;28;13
16727;16069;2021;10;28;14
17122;16171;2021;10;28;15
17829;16367;2021;10;28;16
18950;16327;2021;10;28;17
18510;16082;2021;10;28;18
17783;16008;2021;10;28;19
17020;15637;2021;10;28;20
16080;15325;2021;10;28;21
15260;14882;2021;10;28;22
13886;14335;2021;10;28;23
13841;13729;2021;10;29;0
13366;13282;2021;10;29;1
13279;13174;2021;10;29;2
13024;13097;2021;10;29;3
13520;13128;2021;10;29;4
14924;13468;2021;10;29;5
16789;14509;2021;10;29;6
18594;15534;2021;10;29;7
18637;15947;2021;10;29;8
18400;15831;2021;10;29;9
18305;15746;2021;10;29;10
18131;15704;2021;10;29;11
17574;15563;2021;10;29;12
17431;15578;2021;10;29;13
17698;15649;2021;10;29;14
18041;15717;2021;10;29;15
18190;15649;2021;10;29;16
18692;15771;2021;10;29;17
18915;15681;2021;10;29;18
18079;15415;2021;10;29;19
16995;14965;2021;10;29;20
16200;14681;2021;10;29;21
15433;14273;2021;10;29;22
14594;13769;2021;10;29;23
13612;13404;2021;10;30;0
13895;13214;2021;10;30;1
13649;12839;2021;10;30;2
13396;12727;2021;10;30;3
13139;12715;2021;10;30;4
13437;12632;2021;10;30;5
15070;13218;2021;10;30;6
16702;13913;2021;10;30;7
17769;14531;2021;10;30;8
18183;14653;2021;10;30;9
18297;14913;2021;10;30;10
18496;15068;2021;10;30;11
17877;14690;2021;10;30;12
17227;14641;2021;10;30;13
17030;14771;2021;10;30;14
16979;14908;2021;10;30;15
17156;15084;2021;10;30;16
17039;15437;2021;10;30;17
17556;15728;2021;10;30;18
16808;15270;2021;10;30;19
16407;14797;2021;10;30;20
15482;14425;2021;10;30;21
15111;14061;2021;10;30;22
14536;13613;2021;10;30;23
14264;13184;2021;10;31;0
14101;13127;2021;10;31;1
13558;12741;2021;10;31;2
12748;12453;2021;10;31;2
12555;12390;2021;10;31;3
12261;12518;2021;10;31;4
12574;12661;2021;10;31;5
13573;13052;2021;10;31;6
15035;13587;2021;10;31;7
15335;13889;2021;10;31;8
15654;14254;2021;10;31;9
15179;14417;2021;10;31;10
14522;14232;2021;10;31;11
13588;13999;2021;10;31;12
12958;14172;2021;10;31;13
14098;14556;2021;10;31;14
14474;14817;2021;10;31;15
15364;15052;2021;10;31;16
16527;15348;2021;10;31;17
15437;15037;2021;10;31;18
14392;15029;2021;10;31;19
13902;14854;2021;10;31;20
14054;14876;2021;10;31;21
14078;14475;2021;10;31;22
13601;13761;2021;10;31;23
13351;13332;2021;11;1;0
13505;13610;2021;11;1;1
13403;13810;2021;11;1;2
12637;13356;2021;11;1;3
12133;13099;2021;11;1;4
13271;13545;2021;11;1;5
14789;14765;2021;11;1;6
16713;16088;2021;11;1;7
18322;16036;2021;11;1;8
18235;15923;2021;11;1;9
18108;15800;2021;11;1;10
17507;15720;2021;11;1;11
17565;15791;2021;11;1;12
18070;15918;2021;11;1;13
18207;15904;2021;11;1;14
18491;15985;2021;11;1;15
18774;16315;2021;11;1;16
19221;16275;2021;11;1;17
18998;16148;2021;11;1;18
17660;15839;2021;11;1;19
16976;15599;2021;11;1;20
16602;15190;2021;11;1;21
16010;14789;2021;11;1;22
15148;14077;2021;11;1;23
14936;13577;2021;11;2;0
15010;13267;2021;11;2;1
15337;12946;2021;11;2;2
15982;13139;2021;11;2;3
16613;13167;2021;11;2;4
18142;13660;2021;11;2;5
18923;14822;2021;11;2;6
20030;15699;2021;11;2;7
20521;15807;2021;11;2;8
20733;16142;2021;11;2;9
21048;16196;2021;11;2;10
21085;16034;2021;11;2;11
21204;15963;2021;11;2;12
21277;15925;2021;11;2;13
21125;15730;2021;11;2;14
21383;15811;2021;11;2;15
22067;16374;2021;11;2;16
22075;16303;2021;11;2;17
21839;16101;2021;11;2;18
20750;15975;2021;11;2;19
19844;15599;2021;11;2;20
19496;15496;2021;11;2;21
19092;15187;2021;11;2;22
18535;14493;2021;11;2;23
18246;14180;2021;11;3;0
18144;13833;2021;11;3;1
17852;13598;2021;11;3;2
17724;13639;2021;11;3;3
17729;13736;2021;11;3;4
18251;14246;2021;11;3;5
19553;15427;2021;11;3;6
21496;16753;2021;11;3;7
21841;16828;2021;11;3;8
21524;16866;2021;11;3;9
21716;16819;2021;11;3;10
21738;16618;2021;11;3;11
21866;16638;2021;11;3;12
22085;16701;2021;11;3;13
22119;16686;2021;11;3;14
22345;16851;2021;11;3;15
22940;17298;2021;11;3;16
23584;17554;2021;11;3;17
23095;17134;2021;11;3;18
22366;16936;2021;11;3;19
21414;16675;2021;11;3;20
21261;16411;2021;11;3;21
20718;15975;2021;11;3;22
19905;15299;2021;11;3;23
19903;14908;2021;11;4;0
19622;14557;2021;11;4;1
19415;14345;2021;11;4;2
19575;14413;2021;11;4;3
19802;14535;2021;11;4;4
20242;14906;2021;11;4;5
21676;16122;2021;11;4;6
23153;17617;2021;11;4;7
23878;17912;2021;11;4;8
23983;17833;2021;11;4;9
23817;17801;2021;11;4;10
23447;17308;2021;11;4;11
23120;17009;2021;11;4;12
22733;16898;2021;11;4;13
22353;16918;2021;11;4;14
22377;17008;2021;11;4;15
23033;17479;2021;11;4;16
23584;17571;2021;11;4;17
22280;17212;2021;11;4;18
20835;16478;2021;11;4;19
20341;16790;2021;11;4;20
19685;16477;2021;11;4;21
18874;15997;2021;11;4;22
18270;15262;2021;11;4;23
